property_address,property_ward,violation_fire_code,number_of_violations
2260 Weston Rd,5,1.1.2.1./6.5.5.5.,18
2260 Weston Rd,5,1.1.2.1./6.5.5.7.,18
2260 Weston Rd,5,1.1.2.1./6.6.3.5.,18
2260 Weston Rd,5,1.1.2.3./6.3.2.2.,18
2260 Weston Rd,5,1.1.2.3./6.7.1.1.,18
2260 Weston Rd,5,2.2.2.1,18
2260 Weston Rd,5,2.2.3.2,18
2260 Weston Rd,5,2.2.3.3,18
2260 Weston Rd,5,2.8.3.4,18
2260 Weston Rd,5,6.5.6.5,18
15 King St,5,2.2.3.3,11
2464 Weston Rd,5,1.1.2.1,23
2464 Weston Rd,5,1.1.2.1./6.5.5.7.,23
2464 Weston Rd,5,1.1.2.1./6.6.3.5.,23
2464 Weston Rd,5,1.1.2.3./7.2.2.1.,23
2464 Weston Rd,5,2.2.3.2,23
2464 Weston Rd,5,6.3.3.3,23
2464 Weston Rd,5,CH 470 - S.7,23
2292 Weston Rd,5,1.1.1.2,31
2292 Weston Rd,5,1.1.2.1./6.5.5.7.,31
2292 Weston Rd,5,2.2.2.1,31
2292 Weston Rd,5,2.2.3.2,31
2292 Weston Rd,5,2.4.1.1,31
2292 Weston Rd,5,6.5.4.5,31
2100 Weston Rd,5,6.3.1.6,11
2100 Weston Rd,5,7.2.1.1,11
2100 Weston Rd,5,9.6.3.6,11
2522 Keele St,5,1.1.2.1./2.7.3.3.(3),26
2522 Keele St,5,1.1.2.1./6.2.7.5.,26
2522 Keele St,5,1.1.2.1./6.3.2.2.,26
2522 Keele St,5,1.1.2.1./6.5.5.3.,26
2522 Keele St,5,1.1.2.1./6.5.5.4.,26
2522 Keele St,5,1.1.2.1./6.5.5.5.,26
2522 Keele St,5,1.1.2.1./6.5.5.7.,26
2522 Keele St,5,1.1.2.1./6.6.3.5.,26
2522 Keele St,5,1.1.2.1./6.7.1.1.,26
2522 Keele St,5,1.1.2.1./7.2.2.1.,26
2522 Keele St,5,1.1.2.1./7.3.1.2.,26
2522 Keele St,5,2.2.3.2,26
2522 Keele St,5,2.7.2.2,26
2522 Keele St,5,2.7.3.2 (1),26
2522 Keele St,5,7.3.1.1,26
2470 Eglinton Ave W,5,1.1.1.2,6
2470 Eglinton Ave W,5,2.2.3.3,6
1920 Weston Rd,5,7.2.1.1,5
1920 Weston Rd,5,9.6.2.15,5
1920 Weston Rd,5,9.6.4.6,5
2450 Weston Rd,5,2.2.3.1,7
2450 Weston Rd,5,2.2.3.2,7
2450 Weston Rd,5,7.2.1.1,7
2480 Eglinton Ave W,5,6.7.1.3,15
2480 Eglinton Ave W,5,7.2.1.1,15
1775 Weston Rd,5,1.1.2.1./2.7.3.3.(3),27
1775 Weston Rd,5,1.1.2.1./6.2.7.5.,27
1775 Weston Rd,5,1.1.2.1./6.3.2.2.,27
1775 Weston Rd,5,1.1.2.1./6.3.3.8.,27
1775 Weston Rd,5,1.1.2.1./6.5.5.3.,27
1775 Weston Rd,5,1.1.2.1./6.5.5.4.,27
1775 Weston Rd,5,1.1.2.1./6.5.5.7.,27
1775 Weston Rd,5,1.1.2.3./6.5.5.5.,27
1775 Weston Rd,5,2.2.3.2,27
1775 Weston Rd,5,2.7.2.1,27
1775 Weston Rd,5,2.7.3.2 (1),27
1775 Weston Rd,5,2.8.2.1,27
1775 Weston Rd,5,6.5.1.2,27
2460 Weston Rd,5,2.2.3.2,5
2460 Weston Rd,5,6.3.1.2,5
2460 Weston Rd,5,7.2.1.1,5
2460 Weston Rd,5,CH 470 - S.6,5
960 Markham Rd,24,1.1.2.3./6.3.2.2.,8
960 Markham Rd,24,2.2.3.2,8
960 Markham Rd,24,6.2.1.2,8
300 Bloor St E,11,6.3.1.4,3
278 Bloor St E,11,6.3.1.4,2
16 Concorde Pl,16,1.1.2.1./6.6.5.6.,30
16 Concorde Pl,16,1.1.2.1./6.7.1.1.,30
16 Concorde Pl,16,1.1.2.1./7.2.2.1.,30
16 Concorde Pl,16,2.2.2.1,30
16 Concorde Pl,16,2.4.1.1,30
16 Concorde Pl,16,2.4.1.3,30
16 Concorde Pl,16,2.7.3.2,30
16 Concorde Pl,16,2.8.3.4,30
16 Concorde Pl,16,6.3.1.2,30
1901 Martin Grove Rd,1,1.1.2.1./2.7.3.3.(3),13
1901 Martin Grove Rd,1,1.1.2.1./6.2.7.5.,13
1901 Martin Grove Rd,1,1.1.2.1./6.3.2.2.,13
1901 Martin Grove Rd,1,1.1.2.1./6.5.5.3.,13
1875 Martin Grove Rd,1,2.2.3.2,3
33 Helendale Ave,8,2.8.2.1,5
33 Helendale Ave,8,7.2.5.1,5
10 Macey Ave,20,2.8.2.1,39
458 Richmond St W,10,2.8.2.1,3
458 Richmond St W,10,6.3.1.4,3
458 Richmond St W,10,CH 470 - S.6,3
125 Omni Dr,21,1.1.2.1./2.7.3.3.(3),5
125 Omni Dr,21,1.1.2.1./6.4.3.7.(1),5
125 Omni Dr,21,1.1.2.1./6.7.1.1.,5
125 Omni Dr,21,2.2.3.2,5
125 Omni Dr,21,7.2.5.1,5
267 Roywood Dr,16,1.1.2.1,12
267 Roywood Dr,16,1.1.2.1./2.7.3.3.(3),12
267 Roywood Dr,16,1.1.2.1./6.2.7.5.,12
267 Roywood Dr,16,1.1.2.1./6.3.2.2.,12
267 Roywood Dr,16,1.1.2.1./6.6.3.5.,12
267 Roywood Dr,16,1.1.2.1./6.7.1.1.,12
123 Bellamy Rd N,21,2.2.3.2,6
123 Bellamy Rd N,21,6.3.1.2,6
2460 Eglinton Ave E,21,1.1.2.1./6.6.5.6.,8
2460 Eglinton Ave E,21,2.2.3.2,8
2460 Eglinton Ave E,21,2.8.2.5,8
2460 Eglinton Ave E,21,6.3.1.2,8
2460 Eglinton Ave E,21,9.6.3.6,8
1275 Danforth Rd,21,2.2.3.2.(1),6
1275 Danforth Rd,21,6.2.4.3,6
1350 Danforth Rd,21,1.1.1.2,8
1350 Danforth Rd,21,2.2.3.2,8
31 Gilder Dr,21,1.1.2.1./6.3.3.8.,6
31 Gilder Dr,21,1.1.2.1./6.4.3.7.(1),6
31 Gilder Dr,21,2.2.3.2,6
31 Gilder Dr,21,2.4.1.1,6
31 Gilder Dr,21,2.7.3.2,6
31 Gilder Dr,21,6.4.2.6,6
32 Stewart St,10,1.1.2.1./6.2.7.5.,18
32 Stewart St,10,1.1.2.1./6.3.2.2.,18
32 Stewart St,10,1.1.2.1./6.3.3.8.,18
32 Stewart St,10,1.1.2.1./6.5.5.3.,18
32 Stewart St,10,1.1.2.1./6.7.1.1.,18
32 Stewart St,10,1.1.2.1./7.3.1.2.,18
32 Stewart St,10,2.16.2.1,18
32 Stewart St,10,2.2.3.4,18
32 Stewart St,10,2.4.1.1,18
32 Stewart St,10,2.8.2.1,18
32 Stewart St,10,6.2.7.2,18
32 Stewart St,10,6.3.1.2,18
32 Stewart St,10,6.5.1.5 (1),18
32 Stewart St,10,6.5.4.4,18
570 Bay St,10,2.4.1.1,5
570 Bay St,10,2.8.2.5 (1),5
570 Bay St,10,6.3.4.3,5
570 Bay St,10,6.4.1.3,5
1 Deauville Lane,16,2.2.3.1,3
1 Deauville Lane,16,2.2.3.2,3
1 Deauville Lane,16,9.6.3.6,3
210 Simcoe St,10,1.1.2.1./6.2.7.5.,22
210 Simcoe St,10,1.1.2.1./6.3.2.2.,22
210 Simcoe St,10,1.1.2.1./6.4.3.3.,22
210 Simcoe St,10,1.1.2.1./6.5.5.3.,22
210 Simcoe St,10,1.1.2.1./6.7.1.1.,22
210 Simcoe St,10,1.1.2.1./7.3.1.2.,22
210 Simcoe St,10,2.16.2.1,22
210 Simcoe St,10,2.2.2.1,22
210 Simcoe St,10,2.4.1.1,22
210 Simcoe St,10,5.6.1.2,22
210 Simcoe St,10,6.3.1.4,22
61 Town Centre Crt,21,2.1.2.2,7
61 Town Centre Crt,21,2.4.1.1,7
61 Town Centre Crt,21,6.3.1.2,7
1900 Sheppard Ave E,17,1.1.1.2,7
1900 Sheppard Ave E,17,1.1.2.3./7.2.2.1.,7
1900 Sheppard Ave E,17,2.2.3.2,7
1900 Sheppard Ave E,17,6.3.1.2,7
1900 Sheppard Ave E,17,6.7.1.1,7
1900 Sheppard Ave E,17,9.6.2.6,7
40 Stevenson Rd,1,2.2.3.2,5
40 Stevenson Rd,1,6.3.1.8,5
22 Willowridge Rd,1,1.1.2.1,12
22 Willowridge Rd,1,1.1.2.2,12
22 Willowridge Rd,1,6.4.2.6. (1),12
22 Willowridge Rd,1,6.4.2.7,12
18 Rean Dr,17,2.2.3.2,21
15 Brookbanks Dr,16,1.1.1.2,15
15 Brookbanks Dr,16,2.2.3.2,15
15 Brookbanks Dr,16,2.4.1.1,15
15 Brookbanks Dr,16,2.4.1.3,15
15 Brookbanks Dr,16,2.7.1.7,15
15 Brookbanks Dr,16,6.2.1.1,15
15 Brookbanks Dr,16,6.2.1.2,15
23 Rean Dr,17,1.1.2.1./6.7.1.1.,5
23 Rean Dr,17,2.2.3.2,5
23 Rean Dr,17,6.3.1.2,5
23 Rean Dr,17,7.2.2.1,5
23 Rean Dr,17,CH 470 - S.7,5
97 Lawton Blvd,12,2.2.2.1,12
97 Lawton Blvd,12,2.2.3.2,12
97 Lawton Blvd,12,6.5.1.8,12
45 Balliol St,12,1.1.2.1./2.7.3.3.(3),27
45 Balliol St,12,1.1.2.1./6.2.7.5.,27
45 Balliol St,12,1.1.2.1./6.3.2.2.,27
45 Balliol St,12,1.1.2.1./6.3.3.8.,27
45 Balliol St,12,1.1.2.1./6.4.3.3.,27
45 Balliol St,12,1.1.2.1./6.6.3.5.,27
45 Balliol St,12,2.2.2.1,27
45 Balliol St,12,6.5.1.5 (1),27
45 Balliol St,12,6.5.1.8,27
45 Driftwood Ave,7,2.2.3.2,5
45 Driftwood Ave,7,2.4.1.1,5
565 Avenue Rd,12,1.1.2.1./6.3.2.2.,6
565 Avenue Rd,12,2.2.2.1,6
565 Avenue Rd,12,2.2.3.2,6
1862 Bathurst St,12,1.1.2.1./6.6.3.5.,2
1862 Bathurst St,12,6.2.1.4,2
85 Lawton Blvd,12,1.1.2.1./2.7.3.3.(3),24
85 Lawton Blvd,12,1.1.2.1./6.2.7.5.,24
85 Lawton Blvd,12,1.1.2.1./6.3.2.2.,24
85 Lawton Blvd,12,1.1.2.1./6.3.3.8.,24
85 Lawton Blvd,12,1.1.2.1./6.4.3.3.,24
85 Lawton Blvd,12,1.1.2.1./6.6.3.5.,24
85 Lawton Blvd,12,2.2.3.2,24
85 Lawton Blvd,12,6.5.1.8,24
55 Wynford Heights Cres,16,2.2.3.2,12
135 Wynford Dr,16,1.1.1.2,14
135 Wynford Dr,16,2.2.3.2,14
135 Wynford Dr,16,2.7.1.7,14
135 Wynford Dr,16,2.7.3.2,14
135 Wynford Dr,16,6.3.1.4,14
133 Wynford Dr,16,1.1.1.2,12
133 Wynford Dr,16,2.2.3.2,12
133 Wynford Dr,16,2.7.1.7,12
133 Wynford Dr,16,2.7.3.2,12
133 Wynford Dr,16,6.3.1.4,12
50 Lynn Williams St,10,6.3.1.4,5
71 Charles St E,13,2.8.2.1,14
4 Goldfinch Crt,6,CH 470 - S.6,9
1442 Lawrence Ave W,5,2.2.3.3,11
161 Roehampton Ave,12,2.7.2.1,21
32 Forest Manor Rd,17,2.2.3.1,7
32 Forest Manor Rd,17,2.2.3.4,7
32 Forest Manor Rd,17,2.4.1.1,7
730 St Clarens Ave,9,FPPA - S.30,6
75 Wynford Heights Cres,16,2.2.3.2,5
75 Wynford Heights Cres,16,6.5.6.1,5
75 Wynford Heights Cres,16,7.2.2.1,5
21 Welsford Gdns,16,2.2.3.2,6
21 Welsford Gdns,16,2.7.3.3,6
70 Ruddington Dr,17,2.2.3.2,12
70 Ruddington Dr,17,2.4.1.1,12
70 Ruddington Dr,17,6.2.4.1,12
70 Ruddington Dr,17,9.6.3.6,12
260 Seneca Hill Dr,17,1.1.2.1./6.4.3.7.(1),25
260 Seneca Hill Dr,17,1.1.2.1./7.2.2.1.,25
260 Seneca Hill Dr,17,2.2.2.1,25
260 Seneca Hill Dr,17,2.2.3.2,25
260 Seneca Hill Dr,17,2.4.1.3,25
260 Seneca Hill Dr,17,6.4.2.1,25
260 Seneca Hill Dr,17,9.6.3.6,25
24 Forest Manor Rd,17,1.1.1.2,13
24 Forest Manor Rd,17,1.1.2.1./6.7.1.1.,13
24 Forest Manor Rd,17,2.2.2.1,13
24 Forest Manor Rd,17,2.7.3.1,13
24 Forest Manor Rd,17,2.7.3.2,13
24 Forest Manor Rd,17,6.3.1.2,13
24 Forest Manor Rd,17,6.5.1.1,13
24 Forest Manor Rd,17,6.5.3.4,13
24 Forest Manor Rd,17,CH 470 - S.7,13
1760 Finch Ave E,17,1.1.1.2,16
1760 Finch Ave E,17,1.1.2.1,16
1760 Finch Ave E,17,2.2.2.1,16
1760 Finch Ave E,17,2.2.3.2,16
1760 Finch Ave E,17,2.2.3.4,16
1760 Finch Ave E,17,2.8.2.1,16
1760 Finch Ave E,17,6.4.2.1,16
1760 Finch Ave E,17,6.5.3.4,16
10 Muirhead Rd,17,1.1.2.1./6.2.7.5.,14
10 Muirhead Rd,17,2.2.2.1,14
10 Muirhead Rd,17,2.2.3.2,14
10 Muirhead Rd,17,2.4.1.3,14
10 Muirhead Rd,17,2.8.2.1,14
10 Muirhead Rd,17,6.3.1.2,14
10 Muirhead Rd,17,6.4.1.3. (1),14
10 Muirhead Rd,17,6.4.2.4,14
10 Muirhead Rd,17,6.5.3.5,14
10 Muirhead Rd,17,9.6.2.6,14
35 Esterbrooke Ave,17,1.1.1.2,17
35 Esterbrooke Ave,17,2.2.2.1,17
35 Esterbrooke Ave,17,2.2.3.2,17
35 Esterbrooke Ave,17,6.5.1.5 (1),17
35 Esterbrooke Ave,17,7.2.5.1,17
505 Cummer Ave,17,2.2.2.1,14
505 Cummer Ave,17,2.2.3.2,14
505 Cummer Ave,17,6.2.1.2,14
505 Cummer Ave,17,6.5.1.5 (1),14
505 Cummer Ave,17,CH 470 - S.7,14
1555 Finch Ave E,17,1.1.2.1./6.6.5.6.,9
1555 Finch Ave E,17,1.1.2.1./7.2.2.1.,9
1555 Finch Ave E,17,2.2.3.2,9
1555 Finch Ave E,17,6.3.1.2,9
1555 Finch Ave E,17,OFC 2014.B.6.6.3,9
41 Garfella Dr,1,6.2.1.2,6
820 Burnhamthorpe Rd,2,2.2.2.1,2
38 Dixington Cres,2,2.2.2.1,3
38 Dixington Cres,2,2.2.3.2,3
38 Dixington Cres,2,2.7.3.3,3
812 Burnhamthorpe Rd,2,2.2.2.1,6
812 Burnhamthorpe Rd,2,2.7.3.3,6
812 Burnhamthorpe Rd,2,6.5.1.5 (1),6
95 La Rose Ave,2,1.1.2.1,1
73 Widdicombe Hill Blvd,2,2.2.2.1,6
3333 Finch Ave E,22,1.1.2.1./6.3.2.2.,11
3333 Finch Ave E,22,1.1.2.1./6.5.5.2.,11
3333 Finch Ave E,22,1.1.2.1./6.5.5.4.,11
3333 Finch Ave E,22,1.1.2.1./6.6.3.5.,11
3333 Finch Ave E,22,1.1.2.1./6.6.5.6.,11
3333 Finch Ave E,22,1.1.2.1./6.8.2.2.,11
3333 Finch Ave E,22,1.1.2.1./7.2.2.1.,11
3333 Finch Ave E,22,2.2.3.2,11
25 Mabelle Ave,3,1.1.1.2,10
25 Mabelle Ave,3,6.4.1.3,10
25 Mabelle Ave,3,7.2.2.1,10
215 Wynford Dr,16,1.1.2.1./6.7.1.1.,24
215 Wynford Dr,16,1.1.2.1./7.2.2.1.,24
215 Wynford Dr,16,2.2.1.1,24
215 Wynford Dr,16,2.2.3.2,24
215 Wynford Dr,16,2.4.1.3,24
215 Wynford Dr,16,6.3.1.4,24
1137 Royal York Rd,2,2.7.3.1,10
77 Harbour Sq,10,1.1.1.2,18
160 Chalkfarm Dr,7,1.1.2.1,8
1442 Lawrence Ave W,5,6.3.1.2,11
250 Wellington St W,10,1.1.2.1,9
250 Wellington St W,10,2.4.1.1,9
250 Wellington St W,10,2.7.3.2 (1),9
4029 Old Dundas St,4,1.1.1.2,23
4029 Old Dundas St,4,1.1.2.1./6.5.5.3.,23
4029 Old Dundas St,4,1.1.2.1./6.5.5.5.,23
4029 Old Dundas St,4,1.1.2.1./7.2.2.1.,23
4029 Old Dundas St,4,2.2.3.2,23
4029 Old Dundas St,4,2.2.3.3,23
4029 Old Dundas St,4,2.8.3.4,23
70 High Park Ave,4,1.1.2.1,10
70 High Park Ave,4,2.2.3.2,10
70 High Park Ave,4,2.4.1.1,10
70 High Park Ave,4,6.5.1.5,10
70 High Park Ave,4,7.2.1.1,10
70 High Park Ave,4,CH 470 - S.6,10
2130 Weston Rd,5,1.1.2.1./6.7.1.1.,17
2130 Weston Rd,5,2.2.3.2,17
2130 Weston Rd,5,6.3.2.2,17
2130 Weston Rd,5,6.5.1.2,17
1 Old Mill Dr,4,2.2.3.2,4
1 Old Mill Dr,4,6.2.1.4,4
1 Old Mill Dr,4,6.4.2.6. (1),4
1 Old Mill Dr,4,9.6.2.13,4
3559 Eglinton Ave W,5,1.1.1.2,18
3559 Eglinton Ave W,5,1.1.2.1,18
3559 Eglinton Ave W,5,2.4.1.1,18
3559 Eglinton Ave W,5,2.7.1.7,18
3559 Eglinton Ave W,5,6.3.2.2,18
3559 Eglinton Ave W,5,6.5.1.5 (1),18
3559 Eglinton Ave W,5,7.2.1.1,18
1355 King St W,4,1.1.1.2,11
1355 King St W,4,1.1.2.1./7.2.2.1.,11
1355 King St W,4,2.8.3.4,11
299 Glenlake Ave,4,1.1.1.2,2
299 Glenlake Ave,4,6.3.1.2,2
130 Jameson Ave,4,2.7.2.1,17
111 Pacific Ave,4,6.4.1.3. (3),2
333 Sidney Belsey Cres,5,1.1.2.1,11
333 Sidney Belsey Cres,5,1.1.2.1./6.7.1.1.,11
333 Sidney Belsey Cres,5,2.7.1.7,11
333 Sidney Belsey Cres,5,2.7.3.1,11
333 Sidney Belsey Cres,5,7.2.1.1,11
333 Sidney Belsey Cres,5,9.6.3.6,11
135 Tyndall Ave,4,1.1.2.2,7
135 Tyndall Ave,4,2.8.2.1,7
135 Tyndall Ave,4,6.4.3.7,7
135 Tyndall Ave,4,6.7.1.3,7
135 Tyndall Ave,4,7.2.1.1,7
135 Tyndall Ave,4,9.6.5.6,7
135 Tyndall Ave,4,CH 470 - S.7,7
1 Ripley Ave,4,2.2.3.2,2
1 Ripley Ave,4,2.8.2.1,2
2323 Dundas St W,4,1.1.2.1./2.7.3.3.(3),5
2323 Dundas St W,4,2.2.2.1,5
2323 Dundas St W,4,2.2.3.2,5
2323 Dundas St W,4,2.4.1.3,5
2323 Dundas St W,4,9.6.3.6,5
101 Humber Blvd,5,1.1.2.1./2.7.3.3.(3),24
101 Humber Blvd,5,1.1.2.1./6.2.7.5.,24
101 Humber Blvd,5,1.1.2.1./6.3.2.2.,24
101 Humber Blvd,5,1.1.2.1./6.4.3.2.,24
101 Humber Blvd,5,1.1.2.1./6.5.5.2.,24
101 Humber Blvd,5,1.1.2.1./6.6.3.5.,24
101 Humber Blvd,5,2.2.2.1,24
101 Humber Blvd,5,2.2.3.2,24
101 Humber Blvd,5,2.7.1.7,24
101 Humber Blvd,5,6.2.1.3 (1),24
101 Humber Blvd,5,7.2.1.1,24
111 Lawton Blvd,12,2.2.3.2,9
606 Avenue Rd,12,2.2.3.2,12
606 Avenue Rd,12,2.4.1.1,12
616 Avenue Rd,12,1.1.2.1./2.7.3.3.(3),14
616 Avenue Rd,12,1.1.2.1./6.2.7.5.,14
616 Avenue Rd,12,1.1.2.1./6.3.2.6.,14
616 Avenue Rd,12,1.1.2.1./6.4.3.3.,14
616 Avenue Rd,12,1.1.2.1./6.6.3.5.,14
616 Avenue Rd,12,1.1.2.1./6.7.1.1.,14
616 Avenue Rd,12,2.2.3.2,14
616 Avenue Rd,12,2.4.1.1,14
616 Avenue Rd,12,6.5.1.8,14
200 Balliol St,12,2.2.3.2,12
200 Balliol St,12,6.5.1.5 (1),12
567 Avenue Rd,12,1.1.2.1./6.6.3.5.,1
1 Belsize Dr,12,1.1.2.1./6.4.3.8.,27
1 Belsize Dr,12,1.1.2.1./6.6.3.5.,27
1 Belsize Dr,12,1.1.2.1./6.7.1.1.,27
1 Belsize Dr,12,2.2.3.2,27
1 Belsize Dr,12,6.5.6.5,27
118 Balliol St,12,1.1.2.1./2.7.3.3.(3),21
118 Balliol St,12,1.1.2.1./6.2.7.5.,21
118 Balliol St,12,1.1.2.1./6.3.2.2.,21
118 Balliol St,12,1.1.2.1./6.3.2.4.,21
118 Balliol St,12,1.1.2.1./6.3.2.6.,21
118 Balliol St,12,1.1.2.1./6.4.3.3.,21
118 Balliol St,12,1.1.2.1./6.6.3.5.,21
118 Balliol St,12,2.2.3.2,21
118 Balliol St,12,6.2.4.3,21
118 Balliol St,12,6.5.1.8,21
585 Avenue Rd,12,1.1.2.1./2.7.3.3.(3),15
585 Avenue Rd,12,1.1.2.1./6.2.7.5.,15
585 Avenue Rd,12,1.1.2.1./6.3.2.2.,15
585 Avenue Rd,12,1.1.2.1./6.3.3.8.,15
585 Avenue Rd,12,1.1.2.1./6.4.3.3.,15
585 Avenue Rd,12,1.1.2.1./6.6.3.5.,15
585 Avenue Rd,12,6.5.1.8,15
95 Lawton Blvd,12,1.1.2.1./6.4.3.3.,15
95 Lawton Blvd,12,1.1.2.1./6.6.3.5.,15
95 Lawton Blvd,12,2.2.2.1,15
95 Lawton Blvd,12,2.2.3.2,15
95 Lawton Blvd,12,2.8.2.1,15
95 Lawton Blvd,12,2.8.2.1,15
95 Lawton Blvd,12,6.4.3.7,15
95 Lawton Blvd,12,6.5.1.8,15
155 Balliol St,12,1.1.2.1./6.3.3.8.,20
155 Balliol St,12,1.1.2.1./6.4.3.3.,20
155 Balliol St,12,1.1.2.1./6.6.3.5.,20
155 Balliol St,12,1.1.2.1./6.7.1.1.,20
155 Balliol St,12,2.2.3.2,20
221 Balliol St,12,1.1.2.1./2.7.3.3.(3),14
221 Balliol St,12,1.1.2.1./6.2.7.5.,14
221 Balliol St,12,1.1.2.1./6.3.2.2.,14
221 Balliol St,12,1.1.2.1./6.3.2.4.,14
221 Balliol St,12,1.1.2.1./6.3.3.8.,14
221 Balliol St,12,1.1.2.1./6.4.3.3.,14
221 Balliol St,12,1.1.2.1./6.6.3.5.,14
221 Balliol St,12,2.2.3.2,14
221 Balliol St,12,6.5.1.8,14
581 Avenue Rd,12,1.1.2.1./2.7.3.3.(3),11
581 Avenue Rd,12,1.1.2.1./6.2.7.5.,11
581 Avenue Rd,12,1.1.2.1./6.3.2.2.,11
581 Avenue Rd,12,1.1.2.1./6.3.3.8.,11
581 Avenue Rd,12,1.1.2.1./6.4.3.3.,11
581 Avenue Rd,12,1.1.2.1./6.6.3.5.,11
581 Avenue Rd,12,2.2.3.2,11
581 Avenue Rd,12,2.4.1.1,11
581 Avenue Rd,12,6.2.4.3,11
581 Avenue Rd,12,6.5.1.8,11
135 Lawton Blvd,12,1.1.2.1./6.6.3.5.,5
575 Avenue Rd,12,1.1.2.1./2.7.3.3.(3),23
575 Avenue Rd,12,1.1.2.1./6.2.7.5.,23
575 Avenue Rd,12,1.1.2.1./6.3.2.2.,23
575 Avenue Rd,12,1.1.2.1./6.3.2.6.,23
575 Avenue Rd,12,1.1.2.1./6.4.3.3.,23
575 Avenue Rd,12,1.1.2.1./6.6.3.5.,23
575 Avenue Rd,12,6.5.1.8,23
125 Lawton Blvd,12,1.1.2.1./6.3.3.8.,8
125 Lawton Blvd,12,1.1.2.1./6.6.3.5.,8
9 Bogert Ave,18,6.3.1.4,9
39 Parkcrest Dr,20,2.2.3.2,11
39 Parkcrest Dr,20,6.2.6.3,11
39 Parkcrest Dr,20,CH 470 - S.6,11
40 Gordonridge Pl,20,2.2.3.2,7
320 Niska Rd,7,2.2.3.2,16
11753 Sheppard Ave E,25,2.16.2.1,9
11753 Sheppard Ave E,25,6.3.4.7,9
11753 Sheppard Ave E,25,6.5.1.2,9
3400 Weston Rd,7,2.2.3.2,15
65 Wynford Heights Cres,16,7.2.5.1,23
280 Morningside Ave,24,2.2.3.1,16
80 Cooperage St,13,1.1.1.2,14
80 Cooperage St,13,2.4.1.5,14
80 Cooperage St,13,7.2.5.1,14
500 Duplex Ave,8,2.4.1.1,5
500 Duplex Ave,8,2.4.1.1,5
3181 Eglinton Ave E,20,2.2.2.1,6
3181 Eglinton Ave E,20,2.2.3.2,6
3181 Eglinton Ave E,20,2.7.1.7,6
3181 Eglinton Ave E,20,2.7.3.2,6
3181 Eglinton Ave E,20,6.3.1.4,6
633 Northcliffe Blvd,12,1.1.2.1./6.3.2.2.,28
633 Northcliffe Blvd,12,1.1.2.1./6.6.3.5.,28
633 Northcliffe Blvd,12,2.2.3.2,28
633 Northcliffe Blvd,12,2.2.3.3,28
633 Northcliffe Blvd,12,6.4.1.3. (3),28
633 Northcliffe Blvd,12,9.6.3.8,28
180 Chalkfarm Dr,7,2.2.3.2,3
180 Chalkfarm Dr,7,6.5.1.1,3
99 Harbour Sq,10,2.2.3.2,6
99 Harbour Sq,10,6.3.1.4,6
478 King St W,10,1.1.2.1./2.7.3.3.(3),11
478 King St W,10,1.1.2.1./6.2.7.5.,11
478 King St W,10,1.1.2.1./6.3.2.2.,11
478 King St W,10,1.1.2.1./6.5.5.3.,11
478 King St W,10,1.1.2.1./6.7.1.1.,11
478 King St W,10,2.2.3.2,11
478 King St W,10,2.4.1.1,11
71 Simcoe St,10,6.5.1.5 (1),1
65 Bremner Blvd,10,1.1.2.1,5
65 Bremner Blvd,10,2.7.3.2 (1),5
65 Bremner Blvd,10,6.2.7.2,5
65 Bremner Blvd,10,6.3.1.4,5
438 King St W,10,1.1.2.1./2.7.3.3.(3),10
438 King St W,10,1.1.2.1./6.2.7.5.,10
438 King St W,10,1.1.2.1./6.3.2.2.,10
438 King St W,10,1.1.2.1./6.4.3.2.,10
438 King St W,10,1.1.2.1./6.5.5.3.,10
438 King St W,10,1.1.2.1./6.6.3.5.,10
438 King St W,10,1.1.2.1./6.7.1.1.,10
438 King St W,10,2.8.2.1,10
438 King St W,10,6.3.1.4,10
460 Queens Quay W,10,1.1.2.1./2.7.3.3.(3),8
460 Queens Quay W,10,1.1.2.1./6.2.7.5.,8
460 Queens Quay W,10,1.1.2.1./6.3.2.2.,8
460 Queens Quay W,10,1.1.2.1./6.5.5.3.,8
460 Queens Quay W,10,1.1.2.1./6.6.3.5.,8
460 Queens Quay W,10,1.1.2.1./6.7.1.1.,8
460 Queens Quay W,10,2.2.3.2,8
460 Queens Quay W,10,2.4.1.1,8
55 Harbour Sq,10,1.1.2.1./6.2.7.5.,10
55 Harbour Sq,10,1.1.2.1./6.3.2.2.,10
55 Harbour Sq,10,1.1.2.1./6.4.3.3.,10
55 Harbour Sq,10,1.1.2.1./6.5.5.3.,10
55 Harbour Sq,10,6.3.1.4,10
55 Bremner Blvd,10,1.1.2.1,8
55 Bremner Blvd,10,2.7.3.2 (1),8
127 St Patrick St,10,2.7.3.2 (1),4
608 Richmond St W,10,1.1.2.1./6.2.7.5.,8
608 Richmond St W,10,1.1.2.1./6.3.2.2.,8
608 Richmond St W,10,1.1.2.1./6.5.5.3.,8
608 Richmond St W,10,1.1.2.1./6.7.1.1.,8
715 Finch Ave W,6,2.2.3.2,3
335 Van Horne Ave,17,7.2.5.1,11
200 Chalkfarm Dr,7,2.2.3.2,6
2200 Avenue Rd,8,1.1.1.2,9
2200 Avenue Rd,8,2.2.3.2,9
2200 Avenue Rd,8,2.5.1.1,9
2200 Avenue Rd,8,2.7.2.1,9
2200 Avenue Rd,8,2.8.2.1,9
