id,property_address,address_number,address_name,enforcement_proceedings,property_type,property_ward,inspection_thread,inspections_opendate,inspections_closeddate,violation_fire_code,violations_item_number,violation_description
80452,8 Eglinton Ave E,8,Eglinton,No,High Rise,12,_6c3255990C33FB2,2020-07-22 00:28:27,2022-10-19 09:25:44,6.5.1.5 (1),13,6.5.1.5 (1) Obstructions
80453,8 Eglinton Ave E,8,Eglinton,No,High Rise,12,_6c3255990C33FB2,2020-07-22 00:28:27,2022-10-19 09:25:44,6.5.1.8,14,6.5.1.8 Records
80455,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
80456,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80457,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./6.3.2.2.,3,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
80458,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./6.3.3.8.,4,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms)
80459,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./6.4.3.2.,5,1.1.2.1./6.4.3.2. Records of Test (Standpipe - Hydrostatic)
80460,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./6.5.5.5.,6,1.1.2.1./6.5.5.5. Records of Test (Water Supply Pressure Test)
80461,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./6.6.3.5.,7,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
80462,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,1.1.2.1./7.3.1.2.,8,1.1.2.1./7.3.1.2. Records of Test (Smoke Control)
80463,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,2.8.2.1,9,2.8.2.1 Measures in a fire safety plan
80464,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,2.8.3.4,10,2.8.3.4 Records
80465,80 Cooperage St,80,Cooperage,No,High Rise,13,_6c3260A35BAAED7,2020-08-06 15:18:45,2022-03-22 10:48:21,6.4.3.7,11,6.4.3.7. Fire Department Connections
80466,730 Ontario St,730,Ontario,No,High Rise,13,_6c3262F6CE917E9,2020-11-25 08:18:24,2021-07-20 07:51:37,1.1.2.1./6.3.2.4.,1,1.1.2.1./6.3.2.4. Records of Test (Voice Communication)
80467,730 Ontario St,730,Ontario,No,High Rise,13,_6c3262F6CE917E9,2020-11-25 08:18:24,2021-07-20 07:51:37,2.16.2.1,2,2.16.2.1 Installation requirements
80468,730 Ontario St,730,Ontario,No,High Rise,13,_6c3262F6CE917E9,2020-11-25 08:18:24,2021-07-20 07:51:37,2.2.2.1,3,2.2.2.1 Damaged fire separations
80469,730 Ontario St,730,Ontario,No,High Rise,13,_6c3262F6CE917E9,2020-11-25 08:18:24,2021-07-20 07:51:37,2.2.3.3,4,2.2.3.3 Operation of closures
80470,730 Ontario St,730,Ontario,No,High Rise,13,_6c3262F6CE917E9,2020-11-25 08:18:24,2021-07-20 07:51:37,2.4.1.1,5,2.4.1.1 Accumulation of combustible materials
80471,730 Ontario St,730,Ontario,No,High Rise,13,_6c3262F6CE917E9,2020-11-25 08:18:24,2021-07-20 07:51:37,6.5.1.5,6,6.5.1.5 Obstructions
80472,730 Ontario St,730,Ontario,No,High Rise,13,_6c3262F6CE917E9,2020-11-25 08:18:24,2021-07-20 07:51:37,CH 470 - S.7,7,CH 470 - S.7
80473,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,1.1.2.1./6.4.3.2.,1,1.1.2.1./6.4.3.2. Records of Test (Standpipe - Hydrostatic)
80474,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,1.1.2.1./6.5.5.5.,2,1.1.2.1./6.5.5.5. Records of Test (Water Supply Pressure Test)
80475,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,1.1.2.1./6.6.3.5.,3,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
80476,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,1.1.2.1./6.7.1.1.,4,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
80477,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,2.2.2.1,5,2.2.2.1 Damaged fire separations
80478,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,2.2.3.2,6,2.2.3.2 Maintenance of closures
80479,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,2.8.2.1,7,2.8.2.1 Measures in a fire safety plan
80480,79 Richmond St E,79,Richmond,No,High Rise,13,_6c3263F3FAAC757,2020-08-04 15:27:55,2020-09-17 08:45:43,2.8.3.4,8,2.8.3.4 Records
80481,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,1.1.2.1./6.2.7.5.,1,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80482,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,1.1.2.1./6.3.2.2.,2,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
80483,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,1.1.2.1./6.4.3.3.,3,1.1.2.1./6.4.3.3. Records of Test (Standpipe - FD Connection)
80484,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,1.1.2.1./6.5.5.2.,4,1.1.2.1./6.5.5.2. Records of Test (Sprinkler Alarm Test)
80485,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,1.1.2.1./6.6.3.5.,5,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
80486,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,1.1.2.1./6.7.1.1.,6,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
80487,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,2.8.2.1,7,2.8.2.1 Measures in a fire safety plan
80488,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,2.8.2.1,8,2.8.2.1 Measures in a fire safety plan
80489,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,6.2.1.9,9,6.2.1.9 Mounting brackets
80490,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,6.2.7.4,10,6.2.7.4 Tags
80491,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,6.3.2.2,11,6.3.2.2 Fire alarm systems
80492,92 King St E,92,King,No,High Rise,13,_6c32645931BD5C8,2020-07-23 15:26:28,2021-01-27 08:39:08,OFC 2014.B.6.4.2,12,6.4.2. Maintenance and Inspection of Hose Stations and Equipment
80493,700 Ontario St,700,Ontario,No,High Rise,13,_6c32665FB54D549,2020-11-25 08:16:48,2021-07-26 07:50:55,1.1.2.1./6.3.2.4.,1,1.1.2.1./6.3.2.4. Records of Test (Voice Communication)
80494,700 Ontario St,700,Ontario,No,High Rise,13,_6c32665FB54D549,2020-11-25 08:16:48,2021-07-26 07:50:55,2.16.2.1,2,2.16.2.1 Installation requirements
80495,700 Ontario St,700,Ontario,No,High Rise,13,_6c32665FB54D549,2020-11-25 08:16:48,2021-07-26 07:50:55,2.2.2.1,3,2.2.2.1 Damaged fire separations
80496,700 Ontario St,700,Ontario,No,High Rise,13,_6c32665FB54D549,2020-11-25 08:16:48,2021-07-26 07:50:55,2.2.3.2,4,2.2.3.2 Maintenance of closures
80497,700 Ontario St,700,Ontario,No,High Rise,13,_6c32665FB54D549,2020-11-25 08:16:48,2021-07-26 07:50:55,2.4.1.1,5,2.4.1.1 Accumulation of combustible materials
80498,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
80499,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80500,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,1.1.2.1./6.3.2.2.,3,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
80501,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,1.1.2.1./6.3.3.8.,4,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms)
80502,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,1.1.2.1./6.4.3.3.,5,1.1.2.1./6.4.3.3. Records of Test (Standpipe - FD Connection)
80503,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,1.1.2.1./6.5.5.3.,6,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
80504,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,1.1.2.1./6.6.3.5.,7,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
80505,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.16.2.1,8,2.16.2.1 Installation requirements
80506,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.2.2.1,9,2.2.2.1 Damaged fire separations
80507,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.2.3.2,10,2.2.3.2 Maintenance of closures
80508,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.2.3.2,11,2.2.3.2 Maintenance of closures
80509,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.4.1.1,12,2.4.1.1 Accumulation of combustible materials
80510,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.7.2.1,13,2.7.2.1 Door release hardware
80511,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.7.2.2,14,"2.7.2.2 Requirements for locking, latching and fastening devices"
80512,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.8.2.1,15,2.8.2.1 Measures in a fire safety plan
80513,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,2.8.2.5 (1),16,2.8.2.5 (1) Posting fire emergency procedures
80514,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,6.3.1.1,17,6.3.1.1 Access
80515,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,6.3.1.4,18,6.3.1.4 Fire Alarm Maintenance
80516,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,6.4.3.7,19,6.4.3.7. Fire Department Connections
80517,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,6.5.1.5,20,6.5.1.5 Obstructions
80518,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,9.6.2.6,21,9.6.2.6 Protection of openings in fire separations
80519,86 Gerrard St E,86,Gerrard,No,High Rise,13,_6c32669AA3B9C67,2020-09-09 15:45:06,2021-04-01 17:30:00,9.6.3.9,22,9.6.3.9 Emergency lighting
80520,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,1.1.2.1,1,1.1.2.1 Records to be prepared
80521,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80522,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,1.1.2.1./6.3.2.4.,3,1.1.2.1./6.3.2.4. Records of Test (Voice Communication)
80523,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,1.1.2.1./6.4.3.3.,4,1.1.2.1./6.4.3.3. Records of Test (Standpipe - FD Connection)
80524,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,1.1.2.1./6.6.3.5.,5,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
80525,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,1.1.2.1./6.7.1.1.,6,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
80526,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,2.2.3.3,7,2.2.3.3 Operation of closures
80527,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,2.4.1.1,8,2.4.1.1 Accumulation of combustible materials
80528,75 Cooperage St,75,Cooperage,No,High Rise,13,_6c326754C5B635A,2020-10-30 09:35:48,2021-02-24 08:41:01,6.3.1.4,9,6.3.1.4 Fire Alarm Maintenance
80529,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
80530,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,1.1.2.1,2,1.1.2.1 Records to be prepared
80531,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,1.1.2.1,3,1.1.2.1 Records to be prepared
80532,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,1.1.2.1./2.7.3.3.(3),4,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
80533,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,1.1.2.1./6.2.7.5.,5,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80534,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,1.1.2.1./6.3.2.2.,6,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
80535,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,1.1.2.1./6.7.1.1.,7,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
80536,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.2.2.1,8,2.2.2.1 Damaged fire separations
80537,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.2.3.2,9,2.2.3.2 Maintenance of closures
80538,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.2.3.2,10,2.2.3.2 Maintenance of closures
80539,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.2.3.3,11,2.2.3.3 Operation of closures
80540,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.4.1.1,12,2.4.1.1 Accumulation of combustible materials
80541,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.8.2.1,13,2.8.2.1 Measures in a fire safety plan
80542,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.8.2.5 (1),14,2.8.2.5 (1) Posting fire emergency procedures
80543,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,2.8.3.4,15,2.8.3.4 Records
80544,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,6.2.4.3,16,6.2.4.3 Distance above floor
80545,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,6.4.2.1,17,6.4.2.1 Hose stations
80546,96 Gerrard St E,96,Gerrard,No,High Rise,13,_6c3267CDF15F0E8,2020-08-18 16:30:26,2023-01-23 10:09:19,CH 470 - S.7,18,CH 470 - S.7
80548,80 Front St E,80,Front,No,High Rise,13,_6c3268F89C84559,2020-07-28 14:17:28,2021-04-16 17:02:03,1.1.2.1./6.4.3.2.,1,1.1.2.1./6.4.3.2. Records of Test (Standpipe - Hydrostatic)
80549,80 Front St E,80,Front,No,High Rise,13,_6c3268F89C84559,2020-07-28 14:17:28,2021-04-16 17:02:03,1.1.2.1./6.5.5.5.,2,1.1.2.1./6.5.5.5. Records of Test (Water Supply Pressure Test)
80550,80 Front St E,80,Front,No,High Rise,13,_6c3268F89C84559,2020-07-28 14:17:28,2021-04-16 17:02:03,1.1.2.1./6.7.1.1.,3,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
80551,80 Front St E,80,Front,No,High Rise,13,_6c3268F89C84559,2020-07-28 14:17:28,2021-04-16 17:02:03,9.6.3.9,4,9.6.3.9 Emergency lighting
80552,76 Shuter St,76,Shuter,No,High Rise,13,_6c32693535D5267,2020-08-20 10:30:39,2020-12-14 15:46:28,1.1.2.1,1,1.1.2.1 Records to be prepared
80553,76 Shuter St,76,Shuter,No,High Rise,13,_6c32693535D5267,2020-08-20 10:30:39,2020-12-14 15:46:28,1.1.2.1./2.7.3.3.(3),2,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
80554,76 Shuter St,76,Shuter,No,High Rise,13,_6c32693535D5267,2020-08-20 10:30:39,2020-12-14 15:46:28,1.1.2.1./6.2.7.5.,3,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80555,76 Shuter St,76,Shuter,No,High Rise,13,_6c32693535D5267,2020-08-20 10:30:39,2020-12-14 15:46:28,1.1.2.1./6.3.2.2.,4,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
80556,76 Shuter St,76,Shuter,No,High Rise,13,_6c32693535D5267,2020-08-20 10:30:39,2020-12-14 15:46:28,1.1.2.1./6.7.1.1.,5,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
80557,76 Shuter St,76,Shuter,No,High Rise,13,_6c32693535D5267,2020-08-20 10:30:39,2020-12-14 15:46:28,2.2.2.1,6,2.2.2.1 Damaged fire separations
80558,76 Shuter St,76,Shuter,No,High Rise,13,_6c32693535D5267,2020-08-20 10:30:39,2020-12-14 15:46:28,2.8.3.4,7,2.8.3.4 Records
80559,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
80560,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80561,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,1.1.2.1./6.3.2.2.,3,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
80562,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,1.1.2.1./6.3.3.8.,4,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms)
80563,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,1.1.2.1./6.4.3.3.,5,1.1.2.1./6.4.3.3. Records of Test (Standpipe - FD Connection)
80564,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,1.1.2.1./6.5.5.2.,6,1.1.2.1./6.5.5.2. Records of Test (Sprinkler Alarm Test)
80565,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,1.1.2.1./6.6.3.5.,7,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
80566,95 Wood St,95,Wood,No,High Rise,13,_6c32697DF873EC1,2020-07-28 09:30:22,2020-09-02 10:00:36,2.2.3.2,8,2.2.3.2 Maintenance of closures
80567,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
80568,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
80569,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,1.1.2.1./6.3.2.2.,3,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
80570,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,1.1.2.1./6.4.3.3.,4,1.1.2.1./6.4.3.3. Records of Test (Standpipe - FD Connection)
80571,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,1.1.2.1./6.5.5.5.,5,1.1.2.1./6.5.5.5. Records of Test (Water Supply Pressure Test)
80572,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,1.1.2.1./6.6.3.5.,6,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
80573,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,1.1.2.1./6.7.1.1.,7,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
80574,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,2.2.2.1,8,2.2.2.1 Damaged fire separations
80575,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,2.2.3.2,9,2.2.3.2 Maintenance of closures
80576,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,2.4.1.1,10,2.4.1.1 Accumulation of combustible materials
80577,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,2.4.1.1,11,2.4.1.1 Accumulation of combustible materials
80578,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,2.7.3.2 (1),12,2.7.3.2 (1) Exit Signs
80579,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,6.4.1.3. (3),13,B.6.4.1.3.(3) STANDPIPE CAPS & BACK-FLUSHING
80580,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,6.5.1.5 (1),14,6.5.1.5 (1) Obstructions
80581,8 Wellesley St E,8,Wellesley,No,High Rise,13,_6c326CC5DC527EA,2020-09-08 15:42:31,2022-03-08 13:44:37,6.5.4.4. (2),15,B.6.5.4.4.(2) FIRE DEPARTMENT CONNECTIONS INSPECTIONS/SPRINKLER
80582,70 Mill St,70,Mill,No,High Rise,13,_6c326E98239BE3E,2020-10-07 16:01:25,2021-09-03 08:24:29,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
80583,70 Mill St,70,Mill,No,High Rise,13,_6c326E98239BE3E,2020-10-07 16:01:25,2021-09-03 08:24:29,1.1.2.1./2.7.3.3.(3),2,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
80584,70 Mill St,70,Mill,No,High Rise,13,_6c326E98239BE3E,2020-10-07 16:01:25,2021-09-03 08:24:29,1.1.2.1./6.2.7.5.,3,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
